entrez	symbol	chr_pos	full_name	probe_id	ENST
2571	GAD1	2q31	glutamate decarboxylase 1 (brain, 67kDa)	2514969	ENST00000358196
2572	GAD2	10p11.23	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)	3239667	ENST00000376261
2580	GAK	4p16	cyclin G associated kinase	2756673	ENST00000314167
2581	GALC	14q31	galactosylceramidase	3575103	ENST00000393569
2582	GALE	1p36-p35	UDP-galactose-4-epimerase	2401581	ENST00000313298
2583	B4GALNT1	12q13.3	beta-1,4-N-acetyl-galactosaminyl transferase 1	3458700	ENST00000341156
2584	GALK1	17q24	galactokinase 1	3770923	ENST00000225614
2585	GALK2	15q21.1-q21.2	galactokinase 2	3593339	ENST00000327171
2587	GALR1	18q23	galanin receptor 1	3794641	ENST00000299727
2588	GALNS	16q24.3	galactosamine (N-acetyl)-6-sulfate sulfatase	3704513	ENST00000268695
2589	GALNT1	18q12.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	3784602	ENST00000269195
2590	GALNT2	1q41-q42	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	2384788	ENST00000366672
2591	GALNT3	2q24-q31	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	2585129	ENST00000392701
2592	GALT	9p13	galactose-1-phosphate uridylyltransferase	3167511	ENST00000378842
2593	GAMT	19p13.3	guanidinoacetate N-methyltransferase	3845175	ENST00000252288
2596	GAP43	3q13.1-q13.2	growth associated protein 43	2637112	ENST00000305124
2617	GARS	7p15	glycyl-tRNA synthetase	2995420	ENST00000389266
2618	GART	21q22.1|21q22.11	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	3929721	ENST00000381815
2619	GAS1	9q21.3-q22	growth arrest-specific 1	3213120	ENST00000298743
2620	GAS2	11p14.3	growth arrest-specific 2	3323891	ENST00000454584
2621	GAS6	13q34	growth arrest-specific 6	3502829	ENST00000327773
2622	GAS8	16q24.3	growth arrest-specific 8	3674659	ENST00000268699
2623	GATA1	Xp11.23	GATA binding protein 1 (globin transcription factor 1)	3976831	ENST00000376670
2624	GATA2	3q21.3	GATA binding protein 2	2694314	ENST00000341105
2625	GATA3	10p15	GATA binding protein 3	3234277	ENST00000379328
2626	GATA4	8p23.1-p22	GATA binding protein 4	3086100	ENST00000335135
2627	GATA6	18q11.1-q11.2	GATA binding protein 6	3781245	ENST00000269216
2628	GATM	15q21.1	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	3622386	ENST00000396659
2629	GBA	1q21	glucosidase, beta, acid	2437247	ENST00000402928
2630	GBAP1	1q21	glucosidase, beta, acid pseudogene 1	2437205	ENST00000327247
2631	GBAS	7p12	glioblastoma amplified sequence	3003153	ENST00000322090
2632	GBE1	3p12.3	glucan (1,4-alpha-), branching enzyme 1	2684187	ENST00000264326
2633	GBP1	1p22.2	guanylate binding protein 1, interferon-inducible, 67kDa	2421883	ENST00000370473
2635	GBP3	1p22.2	guanylate binding protein 3	2421843	ENST00000370481
2637	GBX2	2q37	gastrulation brain homeobox 2	2604930	ENST00000306318
2638	GC	4q12-q13	group-specific component (vitamin D binding protein)	2772805	ENST00000273951
2639	GCDH	19p13.2	glutaryl-CoA dehydrogenase	3821995	ENST00000222214
2641	GCG	2q36-q37	glucagon	2584113	ENST00000418842
2642	GCGR	17q25	glucagon receptor	4040452	ENST00000400723
2643	GCH1	14q22.1-q22.2	GTP cyclohydrolase 1	3565524	ENST00000491895
2644	GCHFR	15q15	GTP cyclohydrolase I feedback regulator	3590108	ENST00000260447
2645	GCK	7p15.3-p15.1	glucokinase (hexokinase 4)	3048468	ENST00000395796
2646	GCKR	2p23	glucokinase (hexokinase 4) regulator	2474594	ENST00000264717
2647	BLOC1S1	12q13-q14	biogenesis of lysosomal organelles complex-1, subunit 1	3416909	ENST00000257899
2648	KAT2A	17q21	K(lysine) acetyltransferase 2A	3757630	ENST00000225916
2649	NR6A1	9q33.3	nuclear receptor subfamily 6, group A, member 1	3225096	ENST00000487099
2650	GCNT1	9q13	glucosaminyl (N-acetyl) transferase 1, core 2	3175494	ENST00000442371
2651	GCNT2	6p24.2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	2894573	ENST00000379597
2657	GDF1	19p12	growth differentiation factor 1	3855285	ENST00000429504
2658	GDF2	10q11.22	growth differentiation factor 2	3287781	ENST00000249598
2660	MSTN	2q32.2	myostatin	2591988	ENST00000260950
2661	GDF9	5q31.1	growth differentiation factor 9	2875529	ENST00000378673
2662	GDF10	10q11.22	growth differentiation factor 10	3287789	ENST00000224605
2664	GDI1	Xq28	GDP dissociation inhibitor 1	3996404	ENST00000447750
2665	GDI2	10p15	GDP dissociation inhibitor 2	3275132	ENST00000380191
2668	GDNF	5p13.1-p12	glial cell derived neurotrophic factor	2853885	ENST00000326524
2669	GEM	8q13-q21	GTP binding protein overexpressed in skeletal muscle	3144934	ENST00000297596
2670	GFAP	17q21	glial fibrillary acidic protein	3759410	ENST00000253408
2671	GFER	16p13.3-p13.12	growth factor, augmenter of liver regeneration	3644297	ENST00000248114
2672	GFI1	1p22	growth factor independent 1 transcription repressor	2422967	ENST00000294702
2673	GFPT1	2p13	glutamine--fructose-6-phosphate transaminase 1	2558045	ENST00000361060
2674	GFRA1	10q26.11	GDNF family receptor alpha 1	3308241	ENST00000439649
2675	GFRA2	8p21.3	GDNF family receptor alpha 2	3127156	ENST00000306793
2676	GFRA3	5q31.1-q31.3	GDNF family receptor alpha 3	2877355	ENST00000274721
2677	GGCX	2p12	gamma-glutamyl carboxylase	2562343	ENST00000233838
2678	GGT1	22q11.23	gamma-glutamyltransferase 1	3939914	ENST00000400382
2681	GGTA1	9q33.2	glycoprotein, alpha-galactosyltransferase 1 pseudogene	3223967	NA
2683	B4GALT1	9p13	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	3203413	ENST00000379731
2686	GGT7	20q11.22	gamma-glutamyltransferase 7	3903598	ENST00000356042
2687	GGT5	22q11.23	gamma-glutamyltransferase 5	3955185	ENST00000327365
2688	GH1	17q24.2	growth hormone 1	3766512	NA
2689	GH2	17q24.2	growth hormone 2	3766467	ENST00000332800
2690	GHR	5p13-p12	growth hormone receptor	2807949	ENST00000230882
2691	GHRH	20q11.2	growth hormone releasing hormone	3904858	ENST00000373614
2692	GHRHR	7p14	growth hormone releasing hormone receptor	2995608	ENST00000326139
2693	GHSR	3q26.31	growth hormone secretagogue receptor	2705690	ENST00000241256
2694	GIF	11q13	gastric intrinsic factor (vitamin B synthesis)	3374874	ENST00000257248
2695	GIP	17q21.3-q22	gastric inhibitory polypeptide	3761661	ENST00000357424
2696	GIPR	19q13.3	gastric inhibitory polypeptide receptor	3836401	ENST00000263281
2697	GJA1	6q21-q23.2	gap junction protein, alpha 1, 43kDa	2923661	ENST00000282561
2700	GJA3	13q12.11	gap junction protein, alpha 3, 46kDa	3504134	ENST00000241125
2701	GJA4	1p35.1	gap junction protein, alpha 4, 37kDa	4054405	ENST00000342280
2702	GJA5	1q21.1	gap junction protein, alpha 5, 40kDa	2433432	ENST00000271348
2705	GJB1	Xq13.1	gap junction protein, beta 1, 32kDa	3980867	ENST00000374022
2706	GJB2	13q11-q12	gap junction protein, beta 2, 26kDa	3504193	ENST00000382844
2707	GJB3	1p34	gap junction protein, beta 3, 31kDa	4054414	ENST00000373366
2709	GJB5	1p35.1	gap junction protein, beta 5, 31.1kDa	4054437	ENST00000338513
2710	GK	Xp21.3	glycerol kinase	3972929	NA
2712	GK2	4q13	glycerol kinase 2	2774938	ENST00000358842
2713	GK3P	4q32.1	glycerol kinase 3 pseudogene	2792459	NA
2717	GLA	Xq22	galactosidase, alpha	4015763	ENST00000218516
2719	GPC3	Xq26.1	glypican 3	4022447	ENST00000370818
2720	GLB1	3p21.33	galactosidase, beta 1	2668205	ENST00000307363
2729	GCLC	6p12	glutamate-cysteine ligase, catalytic subunit	2957700	ENST00000229416
2730	GCLM	1p22.1	glutamate-cysteine ligase, modifier subunit	2423625	ENST00000370238
2731	GLDC	9p22	glycine dehydrogenase (decarboxylating)	3197955	ENST00000321612
2733	GLE1	9q34.11	GLE1 RNA export mediator homolog (yeast)	3190514	ENST00000309971
2734	GLG1	16q22.3	golgi glycoprotein 1	3698919	ENST00000422840
2735	GLI1	12q13.2-q13.3	GLI family zinc finger 1	3418120	ENST00000228682
2736	GLI2	2q14	GLI family zinc finger 2	2503374	ENST00000361492
2737	GLI3	7p13	GLI family zinc finger 3	3047660	ENST00000395925
2738	GLI4	8q24.3	GLI family zinc finger 4	3119470	ENST00000340042
2739	GLO1	6p21.3-p21.1	glyoxalase I	2952679	ENST00000373365
2740	GLP1R	6p21	glucagon-like peptide 1 receptor	2906105	ENST00000373256
2741	GLRA1	5q32	glycine receptor, alpha 1	2882253	ENST00000274576
2742	GLRA2	Xp22.1-p21.3	glycine receptor, alpha 2	3969633	ENST00000443437
2743	GLRB	4q31.3	glycine receptor, beta	2749191	ENST00000264428
2744	GLS	2q32-q34	glutaminase	2520291	ENST00000320717
2745	GLRX	5q14	glutaredoxin (thioltransferase)	2867836	ENST00000237858
2746	GLUD1	10q23.3	glutamate dehydrogenase 1	3298977	ENST00000277865
2747	GLUD2	Xq24-q25	glutamate dehydrogenase 2	3989259	ENST00000328078
2752	GLUL	1q31	glutamate-ammonia ligase	2447066	ENST00000339526
2760	GM2A	5q33.1	GM2 ganglioside activator	2835792	ENST00000357164
2762	GMDS	6p25	GDP-mannose 4,6-dehydratase	2938636	ENST00000380815
2764	GMFB	14q22.2	glia maturation factor, beta	3565361	ENST00000358056
2765	GML	8q24.3	glycosylphosphatidylinositol anchored molecule like protein	3119289	ENST00000220940
2766	GMPR	6p23	guanosine monophosphate reductase	2896545	ENST00000259727
2767	GNA11	19p13.3	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	3816778	ENST00000078429
2768	GNA12	7p22.2	guanine nucleotide binding protein (G protein) alpha 12	3035892	ENST00000275364
2769	GNA15	19p13.3	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	3816815	ENST00000262958
2770	GNAI1	7q21	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	3010439	ENST00000351004
2771	GNAI2	3p21	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	2622638	ENST00000313601
2773	GNAI3	1p13	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	2350840	ENST00000369851
2774	GNAL	18p11.22-p11.21	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	3779207	ENST00000334049
2775	GNAO1	16q13	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	3661940	ENST00000262493
2776	GNAQ	9q21	guanine nucleotide binding protein (G protein), q polypeptide	3210808	ENST00000286548
2778	GNAS	20q13.3	GNAS complex locus	3891163	ENST00000371085
2779	GNAT1	3p21	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	2622590	ENST00000232461
2780	GNAT2	1p13.1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	2427169	ENST00000351050
2781	GNAZ	22q11.22	guanine nucleotide binding protein (G protein), alpha z polypeptide	3939125	ENST00000248996
2782	GNB1	1p36.33	guanine nucleotide binding protein (G protein), beta polypeptide 1	2391840	ENST00000378609
2783	GNB2	7q21.3-q22.1|7q22	guanine nucleotide binding protein (G protein), beta polypeptide 2	3015740	ENST00000393926
2784	GNB3	12p13	guanine nucleotide binding protein (G protein), beta polypeptide 3	3402874	ENST00000229264
2785	GNG3	11p11	guanine nucleotide binding protein (G protein), gamma 3	3333595	ENST00000294117
2786	GNG4	1q42.3	guanine nucleotide binding protein (G protein), gamma 4	2461935	ENST00000391854
2787	GNG5	1p22	guanine nucleotide binding protein (G protein), gamma 5	2420427	ENST00000370641
2788	GNG7	19p13.3	guanine nucleotide binding protein (G protein), gamma 7	3845944	ENST00000382159
2791	GNG11	7q21	guanine nucleotide binding protein (G protein), gamma 11	3012978	ENST00000248564
2792	GNGT1	7q21.3	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	3012910	ENST00000248572
2793	GNGT2	17q21	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	3761714	ENST00000511277
2794	GNL1	6p21.3	guanine nucleotide binding protein-like 1	2948379	ENST00000383596
2796	GNRH1	8p21-p11.2	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	3128362	ENST00000276414
2797	GNRH2	20p13	gonadotropin-releasing hormone 2	3874168	ENST00000245983
2798	GNRHR	4q21.2	gonadotropin-releasing hormone receptor	2771812	ENST00000226413
2799	GNS	12q14	glucosamine (N-acetyl)-6-sulfatase	3460127	ENST00000258145
2800	GOLGA1	9q33.3	golgin A1	3225224	ENST00000373555
2801	GOLGA2	9q34.11	golgin A2	3226431	ENST00000421699
2802	GOLGA3	12q24.33	golgin A3	3479355	ENST00000204726
2803	GOLGA4	3p22-p21.3	golgin A4	2617041	ENST00000361924
2804	GOLGB1	3q13	golgin B1	2691718	ENST00000340645
2805	GOT1	10q24.1-q25.1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	3302990	ENST00000370508
2806	GOT2	16q21	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	3693837	ENST00000245206
2810	SFN	1p36.11	stratifin	2326774	ENST00000339276
2811	GP1BA	17pter-p12	glycoprotein Ib (platelet), alpha polypeptide	3707335	ENST00000329125
2813	GP2	16p12	glycoprotein 2 (zymogen granule membrane)	3683502	ENST00000381362
2814	GP5	3q29	glycoprotein V (platelet)	2711627	ENST00000401815
2815	GP9	3q21.3	glycoprotein IX (platelet)	2641479	ENST00000307395
2817	GPC1	2q35-q37	glypican 1	2535761	ENST00000264039
2819	GPD1	12q12-q13	glycerol-3-phosphate dehydrogenase 1 (soluble)	3414419	ENST00000301149
2820	GPD2	2q24.1	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	2511432	ENST00000310454
2821	GPI	19q13.1	glucose-6-phosphate isomerase	3829687	ENST00000356487
2822	GPLD1	6p22.1	glycosylphosphatidylinositol specific phospholipase D1	2945518	ENST00000230036
2823	GPM6A	4q34	glycoprotein M6A	2794584	ENST00000280187
2824	GPM6B	Xp22.2	glycoprotein M6B	4000155	ENST00000316715
2825	GPR1	2q33.3	G protein-coupled receptor 1	2596257	ENST00000407325
2826	CCR10	17q21.1-q21.3	chemokine (C-C motif) receptor 10	3758062	ENST00000332438
2827	GPR3	1p36.1-p35	G protein-coupled receptor 3	2327045	ENST00000374024
2828	GPR4	19q13.3	G protein-coupled receptor 4	3865503	ENST00000323040
2829	XCR1	3p21.3-p21.1|3p21.3	chemokine (C motif) receptor 1	2672075	ENST00000309285
2830	GPR6	6q21	G protein-coupled receptor 6	2921022	ENST00000275169
2831	NPBWR1	8p22-q21.13	neuropeptides B/W receptor 1	3098213	ENST00000331251
2832	NPBWR2	20q13.3	neuropeptides B/W receptor 2	3914346	ENST00000369768
2833	CXCR3	Xq13	chemokine (C-X-C motif) receptor 3	4011989	ENST00000373691
2834	PRLHR	10q26.13	prolactin releasing hormone receptor	3309112	ENST00000239032
2835	GPR12	13q12	G protein-coupled receptor 12	3506648	ENST00000405846
2837	UTS2R	17q25.3	urotensin 2 receptor	3738820	ENST00000313135
2838	GPR15	3q11.2-q13.1	G protein-coupled receptor 15	2633191	ENST00000284311
2840	GPR17	2q21	G protein-coupled receptor 17	2504743	ENST00000272644
2841	GPR18	13q32	G protein-coupled receptor 18	3522644	ENST00000340807
2842	GPR19	12p12.3	G protein-coupled receptor 19	3445028	ENST00000332427
2843	GPR20	8q24.3	G protein-coupled receptor 20	3156640	ENST00000377741
2844	GPR21	9q33	G protein-coupled receptor 21	3188395	ENST00000412269
2845	GPR22	7q22-q31.1	G protein-coupled receptor 22	3018484	ENST00000304402
2846	LPAR4	Xq21.1	lysophosphatidic acid receptor 4	3982534	ENST00000373301
2847	MCHR1	22q13.2	melanin-concentrating hormone receptor 1	3946495	ENST00000249016
2848	GPR25	1q32.1	G protein-coupled receptor 25	2374414	ENST00000304244
2849	GPR26	10q26.13	G protein-coupled receptor 26	3268865	NA
2850	GPR27	3p21-p14	G protein-coupled receptor 27	2629345	ENST00000304411
2852	GPER	7p22.3	G protein-coupled estrogen receptor 1	2987038	ENST00000397092
2853	GPR31	6q27	G protein-coupled receptor 31	2985026	ENST00000366834
2854	GPR32	19q13.3	G protein-coupled receptor 32	3839489	ENST00000270590
2857	GPR34	Xp11.4	G protein-coupled receptor 34	3974948	ENST00000378142
2859	GPR35	2q37.3	G protein-coupled receptor 35	2535927	ENST00000430267
2861	GPR37	7q31	G protein-coupled receptor 37 (endothelin receptor type B-like)	3070873	ENST00000303921
2862	MLNR	13q14-q21	motilin receptor	3489335	ENST00000218721
2863	GPR39	2q21-q22	G protein-coupled receptor 39	2506570	ENST00000329321
2864	FFAR1	19q13.1	free fatty acid receptor 1	3830412	ENST00000246553
2865	FFAR3	19q13.1	free fatty acid receptor 3	3830417	ENST00000327809
2867	FFAR2	19q13.1	free fatty acid receptor 2	3830484	ENST00000246549
2868	GRK4	4p16.3	G protein-coupled receptor kinase 4	2715749	ENST00000398052
2869	GRK5	10q26.11	G protein-coupled receptor kinase 5	3267036	NA
2870	GRK6	5q35	G protein-coupled receptor kinase 6	2843163	ENST00000355472
2872	MKNK2	19p13.3	MAP kinase interacting serine/threonine kinase 2	3845647	ENST00000250896
2873	GPS1	17q25.3	G protein pathway suppressor 1	3738490	ENST00000392358
2875	GPT	8q24.3	glutamic-pyruvate transaminase (alanine aminotransferase)	3120653	ENST00000394955
2876	GPX1	3p21.3	glutathione peroxidase 1	2674229	ENST00000419783
2877	GPX2	14q24.1	glutathione peroxidase 2 (gastrointestinal)	3568603	ENST00000389614
2878	GPX3	5q23	glutathione peroxidase 3 (plasma)	2835715	ENST00000388825
2879	GPX4	19p13.3	glutathione peroxidase 4 (phospholipid hydroperoxidase)	3815538	ENST00000354171
2880	GPX5	6p22.1	glutathione peroxidase 5 (epididymal androgen-related protein)	2900554	ENST00000412168
2882	GPX7	1p32	glutathione peroxidase 7	2336439	ENST00000361314
2885	GRB2	17q24-q25	growth factor receptor-bound protein 2	3770743	ENST00000392562
2887	GRB10	7p12.2	growth factor receptor-bound protein 10	3050462	ENST00000401949
2888	GRB14	2q22-q24	growth factor receptor-bound protein 14	2584712	ENST00000263915
2889	RAPGEF1	9q34.3	Rap guanine nucleotide exchange factor (GEF) 1	3227696	NA
2890	GRIA1	5q33|5q31.1	glutamate receptor, ionotropic, AMPA 1	2836242	ENST00000285900
2891	GRIA2	4q32-q33	glutamate receptor, ionotropic, AMPA 2	2749222	ENST00000296526
2892	GRIA3	Xq25	glutamate receptor, ionotrophic, AMPA 3	3989448	ENST00000264357
2893	GRIA4	11q22	glutamate receptor, ionotrophic, AMPA 4	3347118	ENST00000393127
2894	GRID1	10q22	glutamate receptor, ionotropic, delta 1	3298557	ENST00000404212
2895	GRID2	4q22	glutamate receptor, ionotropic, delta 2	2736060	ENST00000282020
2896	GRN	17q21.32	granulin	3722917	ENST00000053867
2897	GRIK1	21q22.11	glutamate receptor, ionotropic, kainate 1	3928211	ENST00000399907
2898	GRIK2	6q16.3-q21	glutamate receptor, ionotropic, kainate 2	2918982	ENST00000413795
2899	GRIK3	1p34-p33	glutamate receptor, ionotropic, kainate 3	2406926	ENST00000373091
2900	GRIK4	11q22.3	glutamate receptor, ionotropic, kainate 4	3352618	ENST00000278723
2901	GRIK5	19q13.2	glutamate receptor, ionotropic, kainate 5	3863380	ENST00000262895
2902	GRIN1	9q34.3	glutamate receptor, ionotropic, N-methyl D-aspartate 1	3195238	ENST00000371561
2903	GRIN2A	16p13.2	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	3679812	ENST00000396573
2904	GRIN2B	12p12	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	3445326	ENST00000279593
2905	GRIN2C	17q25	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	3770422	ENST00000293190
2906	GRIN2D	19q13.1-qter	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	3837759	ENST00000263269
2907	GRINA	8q24.3	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	3119945	ENST00000313269
2908	NR3C1	5q31.3	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2879312	ENST00000394464
2909	GRLF1	19q13.3	glucocorticoid receptor DNA binding factor 1	3837001	ENST00000404338
2911	GRM1	6q24	glutamate receptor, metabotropic 1	2929571	ENST00000392299
2912	GRM2	3p21.2	glutamate receptor, metabotropic 2	2623308	ENST00000395052
2913	GRM3	7q21.1-q21.2	glutamate receptor, metabotropic 3	3011180	ENST00000361669
2914	GRM4	6p21.3	glutamate receptor, metabotropic 4	2950970	ENST00000374181
2915	GRM5	11q14.3	glutamate receptor, metabotropic 5	3385834	ENST00000418177
2916	GRM6	5q35	glutamate receptor, metabotropic 6	2889848	ENST00000231188
2917	GRM7	3p26.1-p25.1	glutamate receptor, metabotropic 7	2609061	ENST00000467425
2918	GRM8	7q31.3-q32.1	glutamate receptor, metabotropic 8	3071063	ENST00000339582
